Manufacturer,Model,Model Year,Battery Capacity kWh,Charging Rate Level 2 (kW),Charging Rate DC Fast (kW),Plug Type,Autocharge Support,Emergency Release Location,Plug Type Source,Autocharge Support Source,Emergency Release Location Source,Region,Vehicle Type
Hyundai,IONIQ Electric,2024,38.3,7.2,85.0,Type 2 + CCS2,"Ja - Plug & Charge (ab MY2023) | Netzwerke: Electrify Europe, Ionity, Shell Recharge",Kofferraum rechts: Runde Kunststoffkappe abziehen,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,Hyundai Ioniq 5/6 Owner Manual | Hyundai Charging Service | Ionity High-Speed Network | Shell Recharge Partnership,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU + US,BEV
Škoda,Enyaq,2024,77.0,11.0,135.0,Type 2 + CCS2,"Partiell - ab MY2023 | Netzwerke: Electrify Europe, Ionity","MEB-Plattform: Kofferraum Beifahrerseite, gelbe Schlaufe",IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,EV-Database EU Reference | EU Charging Network Documentation | Manufacturer Owner Manual,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
XPENG,G6,2024,80.0,11.0,,Type 2 + CCS2,Unbekannt - Hersteller nicht in Datenbank,Chinesischer Hersteller - Owner's Manual konsultieren,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Toyota,AWD,2024,74.7,22.0,150.0,Type 2 + CCS2,Unbekannt - Hersteller nicht in Datenbank,Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Škoda,Enyaq iV,2024,77.0,11.0,143.0,Type 2 + CCS2,"Partiell - ab MY2023 | Netzwerke: Electrify Europe, Ionity","MEB-Plattform: Kofferraum Beifahrerseite, gelbe Schlaufe",IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,EV-Database EU Reference | EU Charging Network Documentation | Manufacturer Owner Manual,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
BYD,TANG Flagship,2024,108.8,11.0,170.0,Type 2 + CCS2,Nein | Netzwerke: N/A,Dokumentation begrenzt - Hersteller kontaktieren,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,BYD Yuan Plus/Seagull EU Documentation | Limited EU charging network integration,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
MG,MGS5 EV,2024,64.0,6.6,139.0,Type 2 + CCS2,Nein | Netzwerke: N/A,Dokumentation begrenzt - Pannendienst kontaktieren,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,MG4/5/EV Technical Specification | EV-Database EU Coverage | Limited charging network partnerships,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Hyundai,IONIQ 6RWD,2024,84.0,11.0,263.0,Type 2 + CCS2,"Ja - Plug & Charge (ab MY2023) | Netzwerke: Electrify Europe, Ionity, Shell Recharge",Kofferraum rechts: Runde Kunststoffkappe abziehen,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,Hyundai Ioniq 5/6 Owner Manual | Hyundai Charging Service | Ionity High-Speed Network | Shell Recharge Partnership,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Mercedes-Benz,CLA 350 4MATIC,2024,85.0,11.0,170.0,Type 2 + CCS2,"Ja - Plug & Charge (ab MY2023) | Netzwerke: Mercedes me Charge, Electrify Europe, Ionity","Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen",IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,Mercedes EQC/EQE/EQS Owner Manual | Mercedes-Benz Charging Solutions | Shell Recharge Partnership | Ionity Coverage,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Lucid,Air Grand,2024,117.0,22.0,300.0,Type 2 + CCS2,"Ja - Plug & Charge | Netzwerke: Electrify Europe, Ionity",Touchscreen Service-Modus oder mechanisch near charging port,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,EV-Database EU Reference | EU Charging Network Documentation | Manufacturer Owner Manual,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Renault,Zoe ZE50 R110,2024,52.0,22.0,50.0,Type 2 + CCS2,Unbekannt - Hersteller nicht in Datenbank,Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Renault,Tech,2024,27.5,6.6,50.0,Type 2 + CCS2,Unbekannt - Hersteller nicht in Datenbank,Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Hyundai,INSTER,2024,46.0,11.0,85.0,Type 2 + CCS2,"Ja - Plug & Charge (ab MY2023) | Netzwerke: Electrify Europe, Ionity, Shell Recharge",Kofferraum rechts (E-GMP): Kunststoffkappe abziehen,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,Hyundai Ioniq 5/6 Owner Manual | Hyundai Charging Service | Ionity High-Speed Network | Shell Recharge Partnership,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Mercedes-Benz,GLB 250+,2024,85.0,11.0,100.0,Type 2 + CCS2,"Ja - Plug & Charge (ab MY2023) | Netzwerke: Mercedes me Charge, Electrify Europe, Ionity","Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen",IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,Mercedes EQC/EQE/EQS Owner Manual | Mercedes-Benz Charging Solutions | Shell Recharge Partnership | Ionity Coverage,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Volkswagen,ID.4 Pro,2024,77.0,11.0,143.0,Type 2 + CCS2,"Ja - Plug & Charge (ab MY2023) | Netzwerke: Electrify Europe (NewMotion), Ionity",Kofferraum Beifahrerseite: Gelbe Schlaufe,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,Volkswagen ID. Family Owner Manual | VW ChargeConnect Integration | NewMotion (Electrify Europe) Partnership | Ionity Coverage Maps,Volkswagen ID. Betriebsanleitung | VW Service Portal DE | EV-Database MEB Platform Guide | VW Owner Forums EU,EU + US,BEV
Geely,EX5,2024,60.2,11.0,160.0,Type 2 + CCS2,Unbekannt - Hersteller nicht in Datenbank,Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Changan,Deepal S07,2024,78.0,11.0,93.0,Type 2 + CCS2,Unbekannt - Hersteller nicht in Datenbank,Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Mercedes-Benz,CLA Shooting Brake 250+,2024,85.0,11.0,170.0,Type 2 + CCS2,"Ja - Plug & Charge (ab MY2023) | Netzwerke: Mercedes me Charge, Electrify Europe, Ionity","Kofferraum Beifahrerseite: Verkleidung abnehmen, Seil ziehen",IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,Mercedes EQC/EQE/EQS Owner Manual | Mercedes-Benz Charging Solutions | Shell Recharge Partnership | Ionity Coverage,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Audi,Q4 e-tron,2024,77.0,11.0,175.0,Type 2 + CCS2,"Ja - Plug & Charge (ab MY2023) via NewMotion | Netzwerke: NewMotion (Electrify Europe), Ionity, Shell Recharge","Kofferraum: Gelbe Schlaufe unter Ladeboden, links Seite",IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,Audi e-tron/Q4 Technical Documentation | Audi ChargeConnect Platform | NewMotion Partnership Docs | Ionity High-Speed Charging Network,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU + US,BEV
BMW,iX1 eDrive20,2024,65.2,11.0,130.0,Type 2 + CCS2,"Ja - Plug & Charge (ab MY2023) via BMW ChargeNow | Netzwerke: BMW ChargeNow, Electrify Europe, Ionity","Kofferraum rechte Seite: Verkleidung abnehmen, Notentriegelungshebel",IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,BMW i3/i4/iX Technical Documentation | BMW ChargeNow Service | NewMotion Partnership EU | Ionity Coverage Maps,BMW iX Betriebsanleitung | BMW Service Portal | EV-Database Instructions,EU,BEV
BYD,SURF,2024,43.2,11.0,85.0,Type 2 + CCS2,Nein | Netzwerke: N/A,Dokumentation begrenzt - Hersteller kontaktieren,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,BYD Yuan Plus/Seagull EU Documentation | Limited EU charging network integration,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Kia,EV6 Long Range 2WD,2024,74.0,11.0,233.0,Type 2 + CCS2,"Ja - Plug & Charge (ab MY2023) | Netzwerke: Electrify Europe, Ionity, Shell Recharge",Kofferraum rechts: Runde Kunststoffkappe abziehen,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,Kia EV6/EV9 Technical Documentation | Kia Charging Services | Ionity High-Speed Charging | Shell Recharge EU Network,Kia EV6 Owner Manual | E-GMP Platform Documentation | Kia Service Portal EU,EU,BEV
Mini,Cooper,2024,36.6,11.0,70.0,Type 2 + CCS2,Nein | Netzwerke: N/A,Ähnlich BMW - Owner's Manual konsultieren,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,Mini Cooper SE Owner Manual | BMW ChargeNow Integration | EU Charging Network Coverage,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Ford,Puma Gen-E,2024,43.6,11.0,100.0,Type 2 + CCS2,Ja - Plug & Charge (ab MY2024) | Netzwerke: Electrify America (EU via Ionity),Unterschiedlich je Modell - Owner's Manual konsultieren,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,Ford Mustang Mach-E Owner Manual | Ford Intelligent Charging | EU Charging Network Integration,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Kia,e-Niro,2024,64.0,7.2,77.0,Type 2 + CCS2,"Ja - Plug & Charge (ab MY2023) | Netzwerke: Electrify Europe, Ionity, Shell Recharge",Kofferraum rechts (E-GMP): Kunststoffkappe abziehen,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,Kia EV6/EV9 Technical Documentation | Kia Charging Services | Ionity High-Speed Charging | Shell Recharge EU Network,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Rolls-Royce,Spectre,2024,102.0,22.0,195.0,Type 2 + CCS2,Unbekannt - Hersteller nicht in Datenbank,Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU + US,BEV
Tesla,Model S Plaid,2024,95.0,11.0,250.0,NACS (Berlin Giga) / Type 2 mit Adapter,Teilweise - NACS Adapter für EU Type 2 | Netzwerke: Tesla Supercharger (mit Adapter),"Kofferraum: Oranges Notentriegelungskabel, oder Touchscreen Service",Tesla Berlin Gigafactory Specifications | Tesla EU NACS Adapter Documentation | Tesla Supercharger EU Network Docs,Tesla Model 3/Y/S/X EU Owner Manual | Tesla Supercharger Network EU | Type 2 Adapter for older models | Shell Recharge Partnership (Roadster),"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU + US,BEV
Omoda,E5,2024,58.9,11.0,130.0,Type 2 + CCS2,Unbekannt - Hersteller nicht in Datenbank,Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Kia,EV6,2024,80.0,11.0,263.0,Type 2 + CCS2,"Ja - Plug & Charge (ab MY2023) | Netzwerke: Electrify Europe, Ionity, Shell Recharge",Kofferraum rechts: Runde Kunststoffkappe abziehen,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,Kia EV6/EV9 Technical Documentation | Kia Charging Services | Ionity High-Speed Charging | Shell Recharge EU Network,Kia EV6 Owner Manual | E-GMP Platform Documentation | Kia Service Portal EU,EU,BEV
BMW,i3 120 Ah,2024,37.9,11.0,50.0,Type 2 + CCS2,"Ja - Plug & Charge (ab MY2023) via BMW ChargeNow | Netzwerke: BMW ChargeNow, Electrify Europe, Ionity","Modellabhängig: iX (Kofferraum rechts), i4/i5 (kein Mechanismus)",IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,BMW i3/i4/iX Technical Documentation | BMW ChargeNow Service | NewMotion Partnership EU | Ionity Coverage Maps,BMW i3 Betriebsanleitung | BMW Service Portal EU | Owner Forums Deutsch,EU,BEV
Citroën,ë-C3,2024,44.0,7.4,97.0,Type 2 + CCS2,Nein | Netzwerke: N/A,Owner's Manual konsultieren,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,EV-Database EU Reference | EU Charging Network Documentation | Manufacturer Owner Manual,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Renault,4 E-Tech,2024,52.0,11.0,101.0,Type 2 + CCS2,Unbekannt - Hersteller nicht in Datenbank,Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Audi,A6 Avant e-tron,2024,94.9,11.0,269.0,Type 2 + CCS2,"Ja - Plug & Charge (ab MY2023) via NewMotion | Netzwerke: NewMotion (Electrify Europe), Ionity, Shell Recharge",Motorhaube: Kleine Klappe direkt über Ladeanschluss,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,Audi e-tron/Q4 Technical Documentation | Audi ChargeConnect Platform | NewMotion Partnership Docs | Ionity High-Speed Charging Network,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
BYD,DOLPHIN,2024,60.4,11.0,88.0,Type 2 + CCS2,Nein | Netzwerke: N/A,Dokumentation begrenzt - Hersteller kontaktieren,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,BYD Yuan Plus/Seagull EU Documentation | Limited EU charging network integration,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
MG,ZS EV,2024,68.3,7.4,94.0,Type 2 + CCS2,Nein | Netzwerke: N/A,Dokumentation begrenzt - Pannendienst kontaktieren,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,MG4/5/EV Technical Specification | EV-Database EU Coverage | Limited charging network partnerships,"EV-Database EU Vehicle Database | Fahrzeug-Betriebsanleitung (konsultieren) | Pannendienst kontaktieren (ADAC, ÖAC, TCS)",EU,BEV
Volkswagen,ID.7,2024,77.0,11.0,190.0,Type 2 + CCS2,"Ja - Plug & Charge (ab MY2023) | Netzwerke: Electrify Europe (NewMotion), Ionity",Kofferraum Beifahrerseite: Gelbe Schlaufe,IEC 62196-2 Type 2 AC (Mennekes) + CCS2 (Combined Charging System) | AFDC EU Reference | EV-Database Specification | EU Charging Directive 2014/94/EU,Volkswagen ID. Family Owner Manual | VW ChargeConnect Integration | NewMotion (Electrify Europe) Partnership | Ionity Coverage Maps,Volkswagen ID. Betriebsanleitung | VW Service Portal DE | EV-Database MEB Platform Guide | VW Owner Forums EU,EU,BEV
