# EV CHARGING DATABASE — EU+US 2024/2025
# Format: Region|Type|Model|Year|Battery(kWh)|AC_kW|DC_kW|Plug|Autocharge:Y/N/P/?|Emergency:…
# Autocharge: Y=yes N=no P=partial ?=unknown | Type: BEV=Battery Electric PHEV=Plug-in Hybrid | '-'=data unavailable

## ABARTH
EU|PHEV|e-tron Sportback quattro|2022|95kWh|AC:11kW|DC:150kW|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|e-tron S Sportback (20" wheels)|2022|95kWh|AC:11kW|DC:150kW|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|e-tron S Sportback (21" or 22" wheels)|2022|95kWh|AC:11kW|DC:150kW|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|Q4 e-tron quattro|2022|95kWh|AC:11kW|DC:150kW|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|Q4 e-tron Sportback quattro|2022|95kWh|AC:11kW|DC:150kW|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|Q5 quattro|2022|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|Q5 S line quattro|2022|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|Q5 Sportback S line quattro|2022|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|Q5 TFSI e quattro|2022|17.9kWh|AC:7.4kW|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|Q7 quattro|2022|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|Q8 quattro|2022|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|RS 6 Avant|2022|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|RS7|2022|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|RS e-tron GT|2022|105kWh|AC:22kW|DC:320kW|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|RS Q8|2022|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|S6|2022|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|S7|2022|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|S8|2022|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|A4 allroad quattro|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|A4 quattro|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|A4 S line quattro|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|A5 Cabriolet quattro|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|A5 quattro|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|A5 Sportback quattro|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|A5 Sportback S line quattro|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|A6 Allroad|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|A6 quattro|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|A7 quattro|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|A8L|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|e-tron|2021|95kWh|AC:11kW|DC:150kW|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|e-tron Sportback|2021|95kWh|AC:11kW|DC:150kW|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|Q5|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|Q5 Sportback|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|Q7|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|Q8|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|RS 6 Avant|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|RS7|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|RS Q8|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|S6|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|S7|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|S8|2021|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|A6 Allroad|2020|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|A6 quattro|2020|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|A7 quattro|2020|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|A8L|2020|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|e-tron Sportback|2020|95kWh|AC:11kW|DC:150kW|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|Q5|2020|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|Q7|2020|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|Q8|2020|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|RS Q8|2020|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|S6|2020|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|S7|2020|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU|PHEV|S8|2020|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:N|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden (MEB/MLB Plattform)
EU + US|BEV|Q4 e-tron|2024|77kWh|AC:11kW|DC:175kW|Type 2 + CCS2|Autocharge:Y|Emergency:Kofferraum: Gelbe Schlaufe unter Ladeboden, links Seite
EU + US|BEV|e-tron|2024|83.7kWh|AC:11kW|DC:268kW|Type 2 + CCS2|Autocharge:Y|Emergency:Motorhaube: Kleine Klappe direkt über Ladeanschluss
EU + US|BEV|RS e-tron GT|2024|105kWh|AC:11kW|DC:155kW|Type 2 + CCS2|Autocharge:Y|Emergency:Motorhaube: Kleine Klappe direkt über Ladeanschluss
US|BEV|Q4 45 e-tron|2025|81.6kWh|AC:11kW|DC:150kW|CCS1 + J1772|Autocharge:Y|Emergency:Kofferraum: Ladeboden anheben, Verkleidung auf der Fahrerseite (links) abnehmen, gelbe Schlaufe einmal kräftig ziehen. Ca. 10–20 Sek. Zeitfenster zum Entfernen des Kabels.
US|BEV|Q4 55 e-tron quattro|2025|81.6kWh|AC:11kW|DC:150kW|CCS1 + J1772|Autocharge:Y|Emergency:Kofferraum: Ladeboden anheben, Verkleidung auf der Fahrerseite (links) abnehmen, gelbe Schlaufe einmal kräftig ziehen. Ca. 10–20 Sek. Zeitfenster zum Entfernen des Kabels.
US|BEV|Q5 Plug-In Hybrid quattro|2025|18kWh|AC:-|DC:-|J1772 (AC only)|Autocharge:Y|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren.
US|BEV|Q6 e-tron|2025|100.2kWh|AC:11kW|DC:150kW|CCS1 + J1772|Autocharge:Y|Emergency:Kofferraum: Ladeboden anheben, Verkleidung auf der Fahrerseite (links) abnehmen, gelbe Schlaufe einmal kräftig ziehen. Ca. 10–20 Sek. Zeitfenster zum Entfernen des Kabels.
US|BEV|Q6 e-tron quattro|2025|100kWh|AC:11kW|DC:150kW|CCS1 + J1772|Autocharge:Y|Emergency:Kofferraum: Ladeboden anheben, Verkleidung auf der Fahrerseite (links) abnehmen, gelbe Schlaufe einmal kräftig ziehen. Ca. 10–20 Sek. Zeitfenster zum Entfernen des Kabels.
US|BEV|Q8 e-tron quattro|2025|114.3kWh|AC:11kW|DC:170kW|CCS1 + J1772|Autocharge:Y|Emergency:Kofferraum: Ladeboden anheben, Verkleidung auf der Fahrerseite (links) abnehmen, gelbe Schlaufe einmal kräftig ziehen. Ca. 10–20 Sek. Zeitfenster zum Entfernen des Kabels.
US|BEV|S e-tron GT|2025|105kWh|AC:11kW|DC:270kW|CCS1 + J1772|Autocharge:Y|Emergency:Motorhaube öffnen: Kleine Klappe direkt über dem Ladeanschluss (vorne links) aufdrücken, gelbe Schlaufe kräftig ziehen. Kabel innerhalb 20 Sek. entfernen.
US|BEV|SQ6 e-tron|2025|100kWh|AC:11kW|DC:150kW|CCS1 + J1772|Autocharge:Y|Emergency:Kofferraum: Ladeboden anheben, Verkleidung auf der Fahrerseite (links) abnehmen, gelbe Schlaufe einmal kräftig ziehen. Ca. 10–20 Sek. Zeitfenster zum Entfernen des Kabels.
US|BEV|SQ8 e-tron|2025|114.3kWh|AC:11kW|DC:150kW|CCS1 + J1772|Autocharge:Y|Emergency:Kofferraum: Ladeboden anheben, Verkleidung auf der Fahrerseite (links) abnehmen, gelbe Schlaufe einmal kräftig ziehen. Ca. 10–20 Sek. Zeitfenster zum Entfernen des Kabels.
US|BEV|Q4 40 e-tron|2024|82kWh|AC:11kW|DC:125kW|CCS1 + J1772|Autocharge:Y|Emergency:Kofferraum: Ladeboden anheben, Verkleidung auf der Fahrerseite (links) abnehmen, gelbe Schlaufe einmal kräftig ziehen. Ca. 10–20 Sek. Zeitfenster zum Entfernen des Kabels.
US|BEV|Q4 50 e-tron quattro|2024|82kWh|AC:11kW|DC:125kW|CCS1 + J1772|Autocharge:Y|Emergency:Kofferraum: Ladeboden anheben, Verkleidung auf der Fahrerseite (links) abnehmen, gelbe Schlaufe einmal kräftig ziehen. Ca. 10–20 Sek. Zeitfenster zum Entfernen des Kabels.
US|BEV|Q4 55 e-tron quattro|2024|82.4kWh|AC:11kW|DC:125kW|CCS1 + J1772|Autocharge:Y|Emergency:Kofferraum: Ladeboden anheben, Verkleidung auf der Fahrerseite (links) abnehmen, gelbe Schlaufe einmal kräftig ziehen. Ca. 10–20 Sek. Zeitfenster zum Entfernen des Kabels.
US|BEV|Q8 Sportback e-tron quattro|2024|114kWh|AC:11kW|DC:170kW|CCS1 + J1772|Autocharge:Y|Emergency:Kofferraum: Ladeboden anheben, Verkleidung auf der Fahrerseite (links) abnehmen, gelbe Schlaufe einmal kräftig ziehen. Ca. 10–20 Sek. Zeitfenster zum Entfernen des Kabels.
US|BEV|Q8 Sportback e-tron ultra quattro|2024|114kWh|AC:11kW|DC:125kW|CCS1 + J1772|Autocharge:Y|Emergency:Kofferraum: Ladeboden anheben, Verkleidung auf der Fahrerseite (links) abnehmen, gelbe Schlaufe einmal kräftig ziehen. Ca. 10–20 Sek. Zeitfenster zum Entfernen des Kabels.
US|BEV|Q8 e-tron quattro|2024|114kWh|AC:11kW|DC:125kW|CCS1 + J1772|Autocharge:Y|Emergency:Kofferraum: Ladeboden anheben, Verkleidung auf der Fahrerseite (links) abnehmen, gelbe Schlaufe einmal kräftig ziehen. Ca. 10–20 Sek. Zeitfenster zum Entfernen des Kabels.
US|BEV|SQ8 e-tron/Sportback e-tron|2024|114kWh|AC:11kW|DC:150kW|CCS1 + J1772|Autocharge:Y|Emergency:Kofferraum: Ladeboden anheben, Verkleidung auf der Fahrerseite (links) abnehmen, gelbe Schlaufe einmal kräftig ziehen. Ca. 10–20 Sek. Zeitfenster zum Entfernen des Kabels.
US|BEV|e-tron GT/RS e-tron GT|2024|93kWh|AC:11kW|DC:270kW|CCS1 + J1772|Autocharge:Y|Emergency:Motorhaube öffnen: Kleine Klappe direkt über dem Ladeanschluss (vorne links) aufdrücken, gelbe Schlaufe kräftig ziehen. Kabel innerhalb 20 Sek. entfernen.
US|BEV|Q4 e-tron Sportback|2023|82kWh|AC:11kW|DC:125kW|CCS1 + J1772|Autocharge:Y|Emergency:Motorhaube öffnen: Kleine Klappe direkt über dem Ladeanschluss (vorne links) aufdrücken, gelbe Schlaufe kräftig ziehen. Kabel innerhalb 20 Sek. entfernen.
US|BEV|Q4 e-tron quattro|2023|95kWh|AC:11kW|DC:125kW|CCS1 + J1772|Autocharge:Y|Emergency:Kofferraum: Ladeboden anheben, Verkleidung auf der Fahrerseite (links) abnehmen, gelbe Schlaufe einmal kräftig ziehen. Ca. 10–20 Sek. Zeitfenster zum Entfernen des Kabels.
US|BEV|Q5 TFSI e|2023|17kWh|AC:7.4kW|DC:-|J1772 (AC only)|Autocharge:Y|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren.
US|BEV|e-tron GT/RS e-tron GT|2023|95kWh|AC:11kW|DC:270kW|CCS1 + J1772|Autocharge:Y|Emergency:Motorhaube öffnen: Kleine Klappe direkt über dem Ladeanschluss (vorne links) aufdrücken, gelbe Schlaufe kräftig ziehen. Kabel innerhalb 20 Sek. entfernen.
US|BEV|e-tron Sportback/S Sportback|2023|95kWh|AC:11kW|DC:150kW|CCS1 + J1772|Autocharge:Y|Emergency:Motorhaube öffnen: Kleine Klappe direkt über dem Ladeanschluss (vorne links) aufdrücken, gelbe Schlaufe kräftig ziehen. Kabel innerhalb 20 Sek. entfernen.
US|BEV|e-tron quattro/S|2023|95kWh|AC:11kW|DC:150kW|CCS1 + J1772|Autocharge:Y|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren.
US|BEV|A7 TFSI e quattro|2022|17.9kWh|AC:7.4kW|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren.
US|BEV|Q4 e-tron Sportback quattro|2022|95kWh|AC:11kW|DC:150kW|CCS1 + J1772|Autocharge:N|Emergency:Motorhaube öffnen: Kleine Klappe direkt über dem Ladeanschluss (vorne links) aufdrücken, gelbe Schlaufe kräftig ziehen. Kabel innerhalb 20 Sek. entfernen.
US|BEV|Q4 e-tron quattro|2022|95kWh|AC:11kW|DC:150kW|CCS1 + J1772|Autocharge:N|Emergency:Kofferraum: Ladeboden anheben, Verkleidung auf der Fahrerseite (links) abnehmen, gelbe Schlaufe einmal kräftig ziehen. Ca. 10–20 Sek. Zeitfenster zum Entfernen des Kabels.
US|BEV|Q5 TFSI e quattro|2022|17.9kWh|AC:7.4kW|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren.
US|BEV|e-tron GT|2022|85kWh|AC:11kW|DC:270kW|CCS1 + J1772|Autocharge:N|Emergency:Motorhaube öffnen: Kleine Klappe direkt über dem Ladeanschluss (vorne links) aufdrücken, gelbe Schlaufe kräftig ziehen. Kabel innerhalb 20 Sek. entfernen.
US|BEV|e-tron S (20" wheels)|2022|95kWh|AC:11kW|DC:150kW|CCS1 + J1772|Autocharge:N|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren.
US|BEV|e-tron S (21" or 22" wheels)|2022|95kWh|AC:11kW|DC:150kW|CCS1 + J1772|Autocharge:N|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren.
US|BEV|e-tron S Sportback (20" wheels)|2022|95kWh|AC:11kW|DC:150kW|CCS1 + J1772|Autocharge:N|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren.
US|BEV|e-tron S Sportback (21" or 22" wheels)|2022|95kWh|AC:11kW|DC:150kW|CCS1 + J1772|Autocharge:N|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren.
US|BEV|e-tron Sportback quattro|2022|95kWh|AC:11kW|DC:150kW|CCS1 + J1772|Autocharge:N|Emergency:Motorhaube öffnen: Kleine Klappe direkt über dem Ladeanschluss (vorne links) aufdrücken, gelbe Schlaufe kräftig ziehen. Kabel innerhalb 20 Sek. entfernen.
US|BEV|e-tron quattro|2022|95kWh|AC:11kW|DC:150kW|CCS1 + J1772|Autocharge:N|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren.
US|BEV|A7 quattro|2021|-|AC:-|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren.
US|BEV|A8L|2021|-|AC:-|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren.
US|BEV|Q5|2021|-|AC:-|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren.
US|BEV|e-tron Sportback|2021|95kWh|AC:11kW|DC:150kW|CCS1 + J1772|Autocharge:N|Emergency:Motorhaube öffnen: Kleine Klappe direkt über dem Ladeanschluss (vorne links) aufdrücken, gelbe Schlaufe kräftig ziehen. Kabel innerhalb 20 Sek. entfernen.
US|BEV|A8L|2020|-|AC:-|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren.
US|BEV|Q5|2020|-|AC:-|DC:-|J1772 (AC only)|Autocharge:N|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren.
US|BEV|e-tron Sportback|2020|95kWh|AC:11kW|DC:150kW|CCS1 + J1772|Autocharge:N|Emergency:Motorhaube öffnen: Kleine Klappe direkt über dem Ladeanschluss (vorne links) aufdrücken, gelbe Schlaufe kräftig ziehen. Kabel innerhalb 20 Sek. entfernen.
US|BEV|A3 e-tron|2018|95kWh|AC:11kW|DC:150kW|J1772 (AC only)|Autocharge:N|Emergency:Nicht dokumentiert – Owner's Manual des Fahrzeugs konsultieren.
## BMW
EU|PHEV|330i Sedan|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:P|Emergency:Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren
EU|PHEV|330i xDrive Sedan|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:P|Emergency:Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren
EU|PHEV|430i Coupe/Convertible|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:P|Emergency:Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren
EU|PHEV|430i xDrive Coupe/Convertible|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:P|Emergency:Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren
EU|PHEV|530i Sedan|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:P|Emergency:Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren
EU|PHEV|530i xDrive Sedan|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:P|Emergency:Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren
EU|PHEV|540i xDrive Sedan|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:P|Emergency:Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren
EU|PHEV|740i  Sedan|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:P|Emergency:Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren
EU|PHEV|740i  xDrive Sedan|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:P|Emergency:Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren
EU|PHEV|760i xDrive Sedan|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:P|Emergency:Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren
EU|PHEV|Alpina XB7|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:P|Emergency:Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren
EU|PHEV|i4 eDrive35 Gran Coupe|2025|84.2kWh|AC:11kW|DC:195kW|Type 2 + CCS2|Autocharge:P|Emergency:Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren
EU|PHEV|i4 eDrive40 Gran Coupe|2025|84.2kWh|AC:11kW|DC:195kW|Type 2 + CCS2|Autocharge:P|Emergency:Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren
EU|PHEV|i4 M50 Gran Coupe|2025|105.7kWh|AC:11kW|DC:196kW|Type 2 + CCS2|Autocharge:P|Emergency:Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren
EU|PHEV|i4 xDrive40 Gran Coupe|2025|105.7kWh|AC:11kW|DC:195kW|Type 2 + CCS2|Autocharge:P|Emergency:Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren
EU|PHEV|i5 eDrive40 Sedan|2025|84kWh|AC:11kW|DC:195kW|Type 2 + CCS2|Autocharge:P|Emergency:Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren
EU|PHEV|i5 M60 xDrive Sedan|2025|105.6kWh|AC:11kW|DC:195kW|Type 2 + CCS2|Autocharge:P|Emergency:Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren
EU|PHEV|i5 xDrive40 Sedan|2025|105.6kWh|AC:11kW|DC:195kW|Type 2 + CCS2|Autocharge:P|Emergency:Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren
EU|PHEV|i7 eDrive50 Sedan|2025|105.6kWh|AC:11kW|DC:195kW|Type 2 + CCS2|Autocharge:P|Emergency:Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren
EU|PHEV|i7 M70 xDrive Sedan|2025|111.8kWh|AC:11kW|DC:195kW|Type 2 + CCS2|Autocharge:P|Emergency:Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren
EU|PHEV|i7 xDrive60 Sedan|2025|105.6kWh|AC:11kW|DC:195kW|Type 2 + CCS2|Autocharge:P|Emergency:Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren
EU|PHEV|iX M60|2025|111.8kWh|AC:11kW|DC:195kW|Type 2 + CCS2|Autocharge:P|Emergency:Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren
EU|PHEV|iX xDrive40|2025|111.8kWh|AC:11kW|DC:195kW|Type 2 + CCS2|Autocharge:P|Emergency:Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren
EU|PHEV|iX xDrive50|2025|111.8kWh|AC:11kW|DC:195kW|Type 2 + CCS2|Autocharge:P|Emergency:Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren
EU|PHEV|M340i Sedan|2025|-|AC:-|DC:-|Type 2 (AC only)|Autocharge:P|Emergency:Kofferraum: ähnlich BEV-Modellen – Hebel hinter Verkleidung; Betriebsanleitung konsultieren
